"L2","L3","L4","L5","L6","temp","prov"
9,15,19,25,33,20,"on"
7,11,16,21,30,20,"on"
11,13,18,23,32,20,"on"
11,15,19,24,32,20,"on"
8,13,17,21,29,20,"on"
8,13,17,22,32,20,"on"
8,13,18,23,33,20,"on"
7,11,16,21,31,20,"on"
7,11,15,19,28,20,"on"
7,11,15,19,27,20,"on"
7,12,17,21,29,20,"on"
10,14,19,23,32,20,"on"
8,13,17,24,35,20,"on"
6,10,14,19,26,20,"on"
6,10,14,19,25,20,"on"
7,13,16,21,31,20,"on"
6,11,16,20,30,20,"on"
7,12,16,22,33,20,"on"
7,12,16,20,27,20,"on"
8,12,16,21,28,20,"on"
8,13,17,22,33,20,"on"
7,11,15,19,27,20,"on"
9,13,18,22,32,20,"on"
11,13,18,23,33,20,"on"
8,14,19,25,36,20,"on"
7,11,16,20,29,20,"on"
8,12,15,19,27,20,"on"
6,10,14,19,29,20,"on"
7,11,15,19,28,20,"on"
7,11,16,21,31,20,"on"
7,11,15,19,26,20,"on"
8,12,16,21,31,20,"on"
8,12,17,21,29,20,"on"
7,11,15,19,27,20,"on"
7,11,15,19,27,20,"on"
6,11,15,19,30,20,"on"
7,12,16,21,31,20,"on"
6,12,17,21,33,20,"on"
9,13,17,21,29,20,"on"
7,10,15,19,27,20,"on"
7,11,15,20,30,20,"on"
6,11,15,19,27,20,"on"
7,12,17,22,30,20,"on"
7,11,16,21,31,20,"on"
6,11,15,20,29,20,"on"
7,13,18,22,31,20,"on"
6,11,16,20,29,20,"on"
6,10,14,19,28,20,"on"
6,11,15,20,30,20,"on"
6,10,15,19,29,20,"on"
7,12,17,22,32,20,"on"
7,12,17,22,32,20,"on"
7,13,18,24,34,20,"on"
6,10,14,19,30,20,"on"
7,11,15,19,27,20,"on"
6,11,13,18,26,20,"on"
8,13,18,23,34,20,"on"
6,10,15,19,28,20,"on"
7,13,19,24,34,20,"on"
7,11,14,18,25,20,"on"
8,13,19,25,37,20,"on"
8,15,20,26,36,20,"on"
10,14,18,23,32,20,"on"
8,13,18,23,34,20,"on"
7,11,16,20,30,20,"on"
7,11,15,20,27,20,"on"
13,18,22,26,40,20,"on"
7,13,20,25,35,20,"on"
6,11,15,19,27,20,"on"
7,12,15,19,27,20,"on"
10,16,19,24,32,20,"on"
9,14,19,25,35,20,"on"
7,12,18,22,31,20,"on"
7,13,17,21,28,20,"on"
8,12,17,21,31,20,"on"
6,10,13,19,26,20,"on"
7,12,16,20,30,20,"on"
7,12,17,22,32,20,"on"
10,14,19,23,31,20,"on"
7,12,15,20,28,20,"on"
7,12,17,21,31,20,"on"
6,11,15,19,27,20,"on"
6,11,15,19,26,20,"on"
7,11,15,19,29,20,"on"
7,11,15,19,27,20,"on"
8,12,16,21,29,20,"on"
6,11,15,20,28,20,"on"
8,13,18,23,33,20,"on"
7,12,17,22,32,20,"on"
4,8,10,16,21,25,"on"
5,7,10,13,18,25,"on"
5,7,10,12,18,25,"on"
4,7,10,13,18,25,"on"
5,7,9,12,16,25,"on"
4,7,10,13,18,25,"on"
3,8,12,16,22,25,"on"
6,8,10,13,17,25,"on"
4,8,11,15,22,25,"on"
5,8,11,14,21,25,"on"
6,9,12,16,22,25,"on"
5,8,11,16,22,25,"on"
6,8,11,14,21,25,"on"
4,6,9,13,19,25,"on"
5,8,10,12,17,25,"on"
6,8,11,17,22,25,"on"
5,8,11,14,19,25,"on"
6,8,11,14,21,25,"on"
7,8,11,16,22,25,"on"
6,8,11,15,21,25,"on"
6,9,12,17,22,25,"on"
6,8,11,14,21,25,"on"
5,7,10,14,21,25,"on"
4,7,10,12,18,25,"on"
4,6,9,12,18,25,"on"
6,8,11,14,19,25,"on"
6,8,11,14,18,25,"on"
5,7,9,12,17,25,"on"
4,7,9,11,16,25,"on"
5,7,10,14,21,25,"on"
5,8,10,17,23,25,"on"
4,7,10,12,17,25,"on"
5,8,14,17,23,25,"on"
5,8,11,14,21,25,"on"
6,11,14,19,27,25,"on"
4,7,9,12,17,25,"on"
4,8,11,17,22,25,"on"
4,7,9,11,19,25,"on"
4,7,10,12,18,25,"on"
6,7,11,14,21,25,"on"
4,7,9,12,18,25,"on"
4,8,11,14,21,25,"on"
5,7,11,14,21,25,"on"
6,10,12,16,22,25,"on"
5,7,10,16,21,25,"on"
4,8,10,14,19,25,"on"
4,7,10,13,17,25,"on"
4,7,10,13,19,25,"on"
6,9,11,14,21,25,"on"
4,6,9,12,17,25,"on"
5,8,10,13,17,25,"on"
5,14,15,19,25,25,"on"
4,8,11,14,18,25,"on"
5,9,11,14,18,25,"on"
5,8,11,14,21,25,"on"
4,7,10,13,19,25,"on"
5,7,10,12,17,25,"on"
5,7,9,12,17,25,"on"
6,10,16,19,25,25,"on"
4,6,9,12,16,25,"on"
4,7,10,14,19,25,"on"
6,8,10,17,25,25,"on"
6,8,11,14,19,25,"on"
5,7,9,12,17,25,"on"
4,7,10,14,19,25,"on"
4,7,10,14,21,25,"on"
5,7,10,13,18,25,"on"
4,6,9,11,17,25,"on"
4,7,9,12,17,25,"on"
4,8,11,14,21,25,"on"
5,8,11,17,23,25,"on"
4,8,11,15,21,25,"on"
4,7,10,13,18,25,"on"
5,8,11,15,22,25,"on"
4,6,9,11,15,25,"on"
4,6,10,14,19,25,"on"
6,8,11,13,18,25,"on"
4,6,9,11,17,25,"on"
5,8,12,15,21,25,"on"
4,6,9,11,17,25,"on"
4,7,13,16,21,25,"on"
5,7,9,11,16,25,"on"
4,7,10,14,19,25,"on"
4,7,10,13,18,25,"on"
4,7,9,12,17,25,"on"
4,7,10,13,18,25,"on"
4,7,10,13,18,25,"on"
4,8,10,14,18,25,"on"
4,7,11,15,22,25,"on"
6,10,12,15,23,25,"on"
4,7,10,14,19,25,"on"
7,12,16,19,27,30,"on"
10,17,29,31,40,30,"on"
7,16,19,24,43,30,"on"
7,11,15,19,25,30,"on"
10,19,25,32,45,30,"on"
7,16,17,23,29,30,"on"
7,11,15,21,29,30,"on"
7,16,19,24,33,30,"on"
10,17,26,30,39,30,"on"
7,11,15,17,28,30,"on"
7,16,17,21,27,30,"on"
7,16,20,24,33,30,"on"
7,16,25,29,35,30,"on"
9,16,20,22,33,30,"on"
7,16,17,19,25,30,"on"
9,18,27,29,40,30,"on"
7,11,17,19,25,30,"on"
7,16,17,23,31,30,"on"
14,17,21,25,34,30,"on"
7,16,19,22,27,30,"on"
9,13,18,20,26,30,"on"
9,18,23,29,40,30,"on"
10,17,20,23,29,30,"on"
9,12,16,21,26,30,"on"
7,16,20,24,32,30,"on"
10,17,23,27,36,30,"on"
9,18,20,22,28,30,"on"
10,13,19,21,25,30,"on"
9,18,23,27,36,30,"on"
5,12,16,20,25,30,"on"
9,16,18,22,31,30,"on"
9,16,20,24,33,30,"on"
7,16,17,21,26,30,"on"
11,15,20,24,35,30,"on"
9,13,18,22,31,30,"on"
7,16,19,22,33,30,"on"
7,16,19,22,30,30,"on"
7,18,21,28,32,30,"on"
7,11,17,22,28,30,"on"
9,18,23,27,33,30,"on"
5,12,16,18,31,30,"on"
11,20,25,29,38,30,"on"
7,16,19,22,27,30,"on"
9,16,17,22,28,30,"on"
5,9,15,20,26,30,"on"
9,16,27,43,54,30,"on"
9,20,24,28,40,30,"on"
9,16,20,24,35,30,"on"
7,16,17,24,30,30,"on"
7,16,20,24,32,30,"on"
5,12,21,23,42,30,"on"
9,11,15,19,28,30,"on"
7,11,15,19,23,30,"on"
10,17,20,23,29,30,"on"
10,17,23,27,38,30,"on"
9,16,25,29,41,30,"on"
9,18,23,27,35,30,"on"
7,11,15,20,26,30,"on"
7,11,15,18,27,30,"on"
10,17,23,26,37,30,"on"
10,17,27,29,38,30,"on"
5,9,15,17,26,30,"on"
10,17,22,26,32,30,"on"
10,14,23,25,31,30,"on"
9,18,19,22,28,30,"on"
9,13,17,19,27,30,"on"
9,18,23,27,35,30,"on"
7,16,17,20,29,30,"on"
7,11,15,18,23,30,"on"
9,18,23,27,36,30,"on"
9,18,20,24,30,30,"on"
7,11,16,20,27,30,"on"
9,16,25,28,37,30,"on"
9,16,25,28,34,30,"on"
9,18,23,27,36,30,"on"
7,16,17,19,30,30,"on"
7,16,17,20,28,30,"on"
9,19,28,30,43,30,"on"
7,16,20,23,32,30,"on"
7,11,15,17,24,30,"on"
7,11,15,18,26,30,"on"
7,16,20,23,29,30,"on"
9,13,18,20,26,30,"on"
7,16,18,22,37,30,"on"
9,18,20,37,45,30,"on"
10,14,23,27,36,30,"on"
10,17,23,26,37,30,"on"
9,18,27,29,35,30,"on"
7,16,20,23,31,30,"on"
7,16,20,23,32,30,"on"
7,11,15,17,23,30,"on"
7,11,15,17,23,30,"on"
7,16,18,22,31,30,"on"
7,11,15,17,28,30,"on"
9,16,22,25,28,30,"on"
7,11,16,20,29,30,"on"
9,13,18,22,31,30,"on"
7,18,23,27,31,30,"on"
8,15,18,25,31,30,"on"
8,15,19,26,32,30,"on"
7,16,18,22,29,30,"on"
9,16,25,29,36,30,"on"
7,16,17,22,30,30,"on"
7,16,20,25,38,30,"on"
8,17,19,21,47,30,"on"
9,16,19,22,31,30,"on"
7,11,16,18,23,30,"on"
8,12,16,18,26,30,"on"
8,17,19,21,29,30,"on"
7,18,19,21,27,30,"on"
9,12,14,18,24,30,"on"
8,17,23,26,32,30,"on"
15,16,21,25,32,30,"on"
7,11,15,22,28,30,"on"
7,16,17,22,29,30,"on"
7,11,15,18,26,30,"on"
7,16,17,22,28,30,"on"
7,18,23,27,33,30,"on"
7,17,18,21,30,30,"on"
10,19,23,25,34,30,"on"
5,12,16,20,29,30,"on"
8,15,19,21,27,30,"on"
7,16,20,27,39,30,"on"
7,16,20,27,33,30,"on"
10,19,25,30,37,30,"on"
8,14,20,25,32,30,"on"
9,15,17,19,27,30,"on"
9,15,19,24,33,30,"on"
8,17,19,23,29,30,"on"
8,17,18,22,28,30,"on"
8,14,18,20,32,30,"on"
9,18,24,26,37,30,"on"
8,12,18,21,30,30,"on"
8,17,23,26,32,30,"on"
7,16,20,23,32,30,"on"
8,17,21,23,31,30,"on"
9,15,17,21,27,30,"on"
7,16,21,23,36,30,"on"
10,14,17,20,29,30,"on"
7,16,18,22,29,30,"on"
7,11,15,22,28,30,"on"
7,16,17,20,25,30,"on"
9,18,24,27,33,30,"on"
8,12,18,20,26,30,"on"
7,14,17,20,26,30,"on"
8,14,18,21,30,30,"on"
8,15,23,26,37,30,"on"
9,14,20,23,32,30,"on"
8,15,21,24,29,30,"on"
8,12,18,20,27,30,"on"
8,15,17,21,28,30,"on"
8,14,18,21,30,30,"on"
8,15,22,24,35,30,"on"
7,15,24,35,155,30,"on"
8,14,16,18,28,30,"on"
9,14,20,23,26,30,"on"
7,14,16,20,27,30,"on"
7,11,15,18,23,30,"on"
7,15,20,24,30,30,"on"
5,11,18,21,34,30,"on"
8,12,16,20,27,30,"on"
8,14,19,23,30,30,"on"
8,14,19,23,32,30,"on"
7,14,15,18,23,30,"on"
5,11,15,17,23,30,"on"
9,14,20,23,28,30,"on"
7,14,19,21,30,30,"on"
7,14,16,20,26,30,"on"
8,15,22,26,35,30,"on"
8,12,18,21,30,30,"on"
8,14,19,21,40,30,"on"
7,11,14,18,25,30,"on"
8,15,19,21,30,30,"on"
15,28,37,92,125,35,"on"
13,20,29,33,92,35,"on"
10,24,31,45,68,35,"on"
9,16,25,39,60,35,"on"
13,22,27,38,62,35,"on"
9,18,23,34,45,35,"on"
9,18,25,39,60,35,"on"
13,17,22,36,57,35,"on"
9,16,25,31,45,35,"on"
9,16,21,27,60,35,"on"
10,19,24,30,41,35,"on"
7,20,25,39,44,35,"on"
7,16,21,32,46,35,"on"
10,17,24,35,46,35,"on"
15,24,28,39,46,35,"on"
7,14,21,27,46,35,"on"
12,19,23,27,41,35,"on"
10,17,26,37,70,35,"on"
7,11,15,19,33,35,"on"
12,21,30,36,95,35,"on"
22,24,31,42,66,35,"on"
9,18,27,41,50,35,"on"
7,93,100,114,135,35,"on"
9,18,27,41,74,35,"on"
10,17,26,28,49,35,"on"
10,17,26,30,44,35,"on"
9,16,25,39,50,35,"on"
9,16,20,37,48,35,"on"
9,18,22,33,51,35,"on"
9,18,22,39,44,35,"on"
10,17,24,28,52,35,"on"
9,18,25,36,95,35,"on"
9,18,27,38,71,35,"on"
9,18,25,39,57,35,"on"
12,16,23,37,46,35,"on"
9,16,25,39,57,35,"on"
9,18,22,36,54,35,"on"
9,18,27,33,57,35,"on"
9,18,27,41,55,35,"on"
10,19,26,40,51,35,"on"
7,16,23,37,48,35,"on"
9,18,32,43,102,35,"on"
11,18,25,36,47,35,"on"
10,17,21,35,54,35,"on"
11,22,31,37,48,35,"on"
11,18,25,39,53,35,"on"
9,18,29,43,102,35,"on"
7,14,18,22,31,35,"on"
9,18,25,29,47,35,"on"
10,17,26,43,76,35,"on"
9,16,20,31,40,35,"on"
9,18,27,31,45,35,"on"
10,19,26,40,49,35,"on"
9,18,27,33,57,35,"on"
7,18,27,41,52,35,"on"
10,19,26,35,56,35,"on"
9,18,25,29,43,35,"on"
10,17,26,32,46,35,"on"
9,20,27,35,49,35,"on"
9,18,25,33,42,35,"on"
9,16,25,33,50,35,"on"
7,14,21,27,41,35,"on"
9,16,20,24,40,35,"on"
7,18,21,35,94,35,"on"
10,21,25,39,50,35,"on"
9,18,25,39,46,35,"on"
9,18,25,31,55,35,"on"
10,19,26,40,74,35,"on"
15,17,21,33,57,35,"on"
7,18,27,41,58,35,"on"
9,18,25,39,55,35,"on"
9,18,25,33,49,35,"on"
5,12,16,24,38,35,"on"
10,21,28,42,66,35,"on"
7,14,23,31,64,35,"on"
9,13,20,24,32,35,"on"
10,19,26,34,58,35,"on"
7,16,25,31,40,35,"on"
9,18,27,41,57,35,"on"
9,18,24,32,43,35,"on"
10,19,23,37,46,35,"on"
10,19,25,33,47,35,"on"
69,116,199,269,565,5,"on"
69,147,230,369,632,5,"on"
69,128,211,309,572,5,"on"
120,191,274,362,625,5,"on"
37,84,167,255,423,5,"on"
37,96,179,267,530,5,"on"
37,96,200,288,456,5,"on"
69,140,223,311,574,5,"on"
69,128,232,320,650,5,"on"
37,96,179,249,512,5,"on"
69,140,244,314,643,5,"on"
52,111,215,285,614,5,"on"
42,102,184,359,621,5,"on"
110,157,240,448,777,5,"on"
42,102,184,272,535,5,"on"
37,96,200,288,518,5,"on"
42,102,184,272,535,5,"on"
37,108,210,298,466,5,"on"
50,72,126,214,477,5,"on"
42,102,155,243,411,5,"on"
42,102,155,329,658,5,"on"
37,84,137,225,455,5,"on"
37,108,161,249,417,5,"on"
89,136,189,363,503,5,"on"
42,102,206,294,556,5,"on"
37,96,162,250,418,5,"on"
42,102,163,338,472,5,"on"
37,96,149,219,353,5,"on"
37,80,133,303,566,5,"on"
42,89,148,322,490,5,"on"
42,102,155,329,463,5,"on"
34,57,84,111,147,10,"qc"
45,73,100,134,170,10,"qc"
39,62,89,124,151,10,"qc"
39,62,89,124,159,10,"qc"
34,57,84,118,156,10,"qc"
34,62,89,123,159,10,"qc"
29,57,84,111,143,10,"qc"
29,52,79,106,142,10,"qc"
34,57,84,111,152,10,"qc"
34,57,84,111,147,10,"qc"
34,57,84,118,154,10,"qc"
29,57,84,111,143,10,"qc"
34,62,89,116,152,10,"qc"
29,52,86,108,144,10,"qc"
34,62,89,111,147,10,"qc"
34,60,87,114,146,10,"qc"
29,52,79,106,134,10,"qc"
29,52,85,112,143,10,"qc"
29,52,79,106,142,10,"qc"
29,57,84,111,147,10,"qc"
29,57,80,107,143,10,"qc"
34,60,87,114,152,10,"qc"
25,48,74,101,136,10,"qc"
34,57,84,108,144,10,"qc"
29,57,84,102,134,10,"qc"
34,62,89,111,146,10,"qc"
34,60,87,105,137,10,"qc"
34,57,84,106,144,10,"qc"
34,62,89,107,142,10,"qc"
34,57,84,106,141,10,"qc"
34,57,79,101,139,10,"qc"
39,67,94,112,144,10,"qc"
34,62,84,106,138,10,"qc"
23,49,76,94,126,10,"qc"
34,57,84,102,138,10,"qc"
34,60,87,105,141,10,"qc"
39,62,89,111,147,10,"qc"
34,57,79,101,136,10,"qc"
29,57,84,102,134,10,"qc"
29,52,79,97,132,10,"qc"
39,52,79,97,133,10,"qc"
29,57,84,102,134,10,"qc"
34,57,84,102,138,10,"qc"
29,52,79,97,133,10,"qc"
34,62,171,193,229,10,"qc"
34,57,84,106,142,10,"qc"
34,57,84,102,138,10,"qc"
29,57,84,106,141,10,"qc"
34,57,84,106,138,10,"qc"
29,52,79,97,129,10,"qc"
29,52,79,97,132,10,"qc"
34,52,72,90,122,10,"qc"
34,62,80,98,130,10,"qc"
39,62,84,106,142,10,"qc"
34,57,75,97,135,10,"qc"
34,57,75,97,129,10,"qc"
39,62,80,99,134,10,"qc"
34,57,75,93,131,10,"qc"
39,62,80,102,138,10,"qc"
29,52,72,94,126,10,"qc"
29,57,79,101,137,10,"qc"
34,57,75,93,128,10,"qc"
34,52,70,88,123,10,"qc"
29,53,71,93,125,10,"qc"
39,52,70,92,128,10,"qc"
34,57,75,93,129,10,"qc"
39,62,80,102,138,10,"qc"
39,62,78,100,128,10,"qc"
34,57,71,89,121,10,"qc"
29,52,70,88,120,10,"qc"
23,46,64,86,121,10,"qc"
29,50,68,86,118,10,"qc"
34,57,75,119,155,10,"qc"
34,57,79,97,132,10,"qc"
22,45,63,82,118,10,"qc"
34,57,75,93,125,10,"qc"
23,46,68,86,122,10,"qc"
34,57,75,93,125,10,"qc"
34,52,70,88,122,10,"qc"
19,42,60,78,110,10,"qc"
23,46,64,86,122,10,"qc"
19,42,60,78,111,10,"qc"
34,57,75,97,132,10,"qc"
19,42,56,74,101,10,"qc"
39,62,80,99,130,10,"qc"
23,46,64,86,117,10,"qc"
34,57,75,93,124,10,"qc"
34,57,75,97,128,10,"qc"
34,57,75,97,128,10,"qc"
19,37,55,73,107,10,"qc"
19,42,60,75,106,10,"qc"
22,45,64,82,113,10,"qc"
34,52,86,108,143,10,"qc"
19,42,60,78,110,10,"qc"
34,57,75,97,129,10,"qc"
34,57,75,89,120,10,"qc"
19,37,55,73,105,10,"qc"
19,42,60,78,110,10,"qc"
19,37,55,73,104,10,"qc"
25,43,61,79,111,10,"qc"
34,57,75,93,125,10,"qc"
34,57,75,93,128,10,"qc"
19,42,60,78,110,10,"qc"
19,42,64,86,121,10,"qc"
25,43,61,79,111,10,"qc"
34,57,75,93,124,10,"qc"
25,43,61,75,107,10,"qc"
25,46,64,84,116,10,"qc"
26,44,62,80,112,10,"qc"
23,41,59,77,108,10,"qc"
25,44,62,80,111,10,"qc"
25,43,57,75,107,10,"qc"
22,41,59,77,109,10,"qc"
25,44,62,81,112,10,"qc"
22,41,59,77,109,10,"qc"
21,40,58,76,107,10,"qc"
19,38,56,74,109,10,"qc"
19,42,60,78,109,10,"qc"
25,44,66,84,116,10,"qc"
22,41,59,77,109,10,"qc"
22,45,63,80,114,10,"qc"
19,42,64,82,117,10,"qc"
22,40,58,76,111,10,"qc"
20,39,57,75,107,10,"qc"
19,42,56,74,106,10,"qc"
25,44,62,78,110,10,"qc"
22,45,63,81,112,10,"qc"
25,44,62,78,109,10,"qc"
19,41,59,77,108,10,"qc"
22,41,55,73,105,10,"qc"
19,38,56,74,109,10,"qc"
25,43,61,79,111,10,"qc"
25,44,62,78,111,10,"qc"
25,43,61,79,111,10,"qc"
22,41,59,73,105,10,"qc"
25,44,62,80,112,10,"qc"
22,41,55,73,105,10,"qc"
25,43,61,77,108,10,"qc"
20,39,57,72,104,10,"qc"
25,43,57,75,107,10,"qc"
23,42,60,78,109,10,"qc"
22,41,55,73,101,10,"qc"
21,39,53,71,100,10,"qc"
22,41,59,77,109,10,"qc"
21,40,62,79,110,10,"qc"
22,41,59,77,109,10,"qc"
19,39,57,75,106,10,"qc"
21,40,54,72,99,10,"qc"
19,39,58,76,106,10,"qc"
19,38,52,70,101,10,"qc"
22,38,56,70,98,10,"qc"
22,42,56,74,102,10,"qc"
22,38,56,74,105,10,"qc"
19,38,54,69,98,10,"qc"
65,84,102,120,147,10,"qc"
19,38,56,74,105,10,"qc"
19,38,56,74,102,10,"qc"
22,41,59,77,109,10,"qc"
22,41,55,73,104,10,"qc"
18,34,52,70,97,10,"qc"
22,41,59,77,108,10,"qc"
22,41,59,77,109,10,"qc"
22,41,59,77,105,10,"qc"
11,18,24,31,42,15,"qc"
15,24,31,36,55,15,"qc"
14,21,27,34,46,15,"qc"
13,20,28,35,48,15,"qc"
12,18,25,34,47,15,"qc"
11,19,26,35,51,15,"qc"
16,22,30,38,51,15,"qc"
10,17,23,30,42,15,"qc"
12,18,24,32,45,15,"qc"
14,20,27,34,46,15,"qc"
14,21,28,36,48,15,"qc"
14,20,27,34,46,15,"qc"
14,21,27,35,47,15,"qc"
11,18,25,32,44,15,"qc"
11,18,24,31,42,15,"qc"
15,24,32,41,54,15,"qc"
13,20,27,35,47,15,"qc"
15,22,28,34,46,15,"qc"
13,19,25,32,44,15,"qc"
12,21,30,38,51,15,"qc"
11,18,26,36,47,15,"qc"
12,20,27,34,46,15,"qc"
12,19,27,35,48,15,"qc"
10,17,25,33,46,15,"qc"
13,21,29,37,51,15,"qc"
9,15,19,25,34,20,"qc"
7,14,18,23,34,20,"qc"
11,15,20,25,34,20,"qc"
8,14,18,23,33,20,"qc"
6,11,16,20,30,20,"qc"
9,14,19,24,34,20,"qc"
8,13,18,24,34,20,"qc"
7,12,18,20,35,20,"qc"
6,15,20,26,34,20,"qc"
7,12,16,21,29,20,"qc"
6,10,15,19,27,20,"qc"
7,13,18,26,36,20,"qc"
8,15,19,24,32,20,"qc"
7,12,17,21,29,20,"qc"
9,17,22,27,38,20,"qc"
12,17,21,26,39,20,"qc"
7,13,18,23,34,20,"qc"
7,12,17,22,31,20,"qc"
6,9,15,21,28,20,"qc"
13,19,22,27,36,20,"qc"
9,19,25,29,38,20,"qc"
8,15,19,24,33,20,"qc"
7,12,16,20,28,20,"qc"
7,13,14,22,33,20,"qc"
7,12,17,22,29,20,"qc"
6,12,17,22,31,20,"qc"
8,14,18,24,33,20,"qc"
7,12,17,23,31,20,"qc"
6,11,16,21,30,20,"qc"
6,11,16,21,32,20,"qc"
7,14,18,24,34,20,"qc"
8,14,19,24,35,20,"qc"
7,14,15,25,37,20,"qc"
9,15,19,24,32,20,"qc"
7,12,18,20,34,20,"qc"
8,13,18,23,33,20,"qc"
8,14,18,23,31,20,"qc"
7,13,17,22,32,20,"qc"
11,15,21,29,37,20,"qc"
7,12,17,22,33,20,"qc"
8,13,17,21,29,20,"qc"
8,14,18,20,30,20,"qc"
8,13,18,23,34,20,"qc"
7,12,16,21,30,20,"qc"
8,13,17,22,30,20,"qc"
7,13,18,23,33,20,"qc"
7,13,18,23,32,20,"qc"
5,10,15,19,29,20,"qc"
6,11,16,22,30,20,"qc"
8,13,18,24,33,20,"qc"
6,11,15,21,28,20,"qc"
8,14,19,25,37,20,"qc"
7,11,16,21,30,20,"qc"
10,13,18,23,33,20,"qc"
7,12,17,22,33,20,"qc"
6,9,15,19,27,20,"qc"
8,13,18,23,35,20,"qc"
5,10,15,21,28,20,"qc"
7,12,16,21,31,20,"qc"
10,15,19,24,34,20,"qc"
7,12,17,22,32,20,"qc"
6,11,15,20,28,20,"qc"
7,13,17,22,32,20,"qc"
7,11,16,21,29,20,"qc"
8,13,18,24,32,20,"qc"
7,13,18,23,31,20,"qc"
7,13,18,27,35,20,"qc"
7,13,18,23,31,20,"qc"
7,12,16,21,31,20,"qc"
8,13,17,23,32,20,"qc"
7,12,17,22,34,20,"qc"
8,14,19,25,33,20,"qc"
7,12,16,21,30,20,"qc"
13,22,30,35,43,20,"qc"
6,11,16,21,31,20,"qc"
6,9,15,19,27,20,"qc"
7,12,16,21,29,20,"qc"
7,13,17,23,35,20,"qc"
7,11,15,20,28,20,"qc"
8,12,17,22,32,20,"qc"
7,11,16,20,30,20,"qc"
9,13,18,23,32,20,"qc"
7,13,18,22,30,20,"qc"
7,12,16,20,28,20,"qc"
7,13,18,23,30,20,"qc"
9,13,18,23,32,20,"qc"
7,11,16,22,31,20,"qc"
6,11,17,22,33,20,"qc"
6,11,15,20,30,20,"qc"
9,14,18,23,32,20,"qc"
9,13,18,21,29,20,"qc"
6,11,16,21,32,20,"qc"
8,13,18,23,35,20,"qc"
12,17,21,26,34,20,"qc"
10,15,19,24,33,20,"qc"
7,13,17,22,33,20,"qc"
6,10,14,19,27,20,"qc"
6,12,17,21,37,20,"qc"
7,13,18,23,32,20,"qc"
7,11,16,22,29,20,"qc"
8,15,19,25,36,20,"qc"
7,13,17,22,31,20,"qc"
7,13,18,22,30,20,"qc"
11,14,18,24,38,20,"qc"
6,14,19,26,38,20,"qc"
11,14,19,24,32,20,"qc"
8,13,18,23,31,20,"qc"
8,15,20,25,33,20,"qc"
7,13,18,23,32,20,"qc"
8,13,18,23,34,20,"qc"
9,12,18,23,32,20,"qc"
11,19,21,27,36,20,"qc"
9,14,18,23,34,20,"qc"
7,12,17,23,33,20,"qc"
7,13,17,22,32,20,"qc"
8,14,18,24,32,20,"qc"
6,12,17,23,36,20,"qc"
7,13,18,23,32,20,"qc"
7,13,14,22,31,20,"qc"
8,14,18,24,34,20,"qc"
9,14,19,24,33,20,"qc"
6,12,16,21,29,20,"qc"
11,17,21,26,35,20,"qc"
7,13,18,22,31,20,"qc"
7,14,18,24,33,20,"qc"
7,12,17,22,33,20,"qc"
7,12,17,22,30,20,"qc"
7,13,18,23,31,20,"qc"
7,13,16,21,31,20,"qc"
9,13,18,22,32,20,"qc"
7,13,18,25,33,20,"qc"
7,12,21,25,36,20,"qc"
4,6,8,11,16,25,"qc"
4,7,9,15,22,25,"qc"
5,7,10,15,20,25,"qc"
9,11,14,17,23,25,"qc"
4,7,10,13,18,25,"qc"
5,8,11,15,21,25,"qc"
4,8,11,13,18,25,"qc"
5,8,11,15,20,25,"qc"
5,10,13,16,21,25,"qc"
4,6,9,12,18,25,"qc"
4,7,9,12,16,25,"qc"
5,8,11,13,19,25,"qc"
5,10,13,20,27,25,"qc"
4,7,9,12,18,25,"qc"
4,8,10,13,19,25,"qc"
3,6,8,11,15,25,"qc"
4,7,9,12,16,25,"qc"
5,8,10,13,18,25,"qc"
5,8,11,15,19,25,"qc"
4,6,9,13,20,25,"qc"
4,7,11,14,18,25,"qc"
4,7,10,13,18,25,"qc"
5,8,12,15,20,25,"qc"
5,7,10,13,18,25,"qc"
5,7,10,13,18,25,"qc"
5,9,12,16,20,25,"qc"
4,7,10,13,18,25,"qc"
5,8,10,13,20,25,"qc"
4,7,9,13,19,25,"qc"
6,8,11,14,19,25,"qc"
5,8,10,12,18,25,"qc"
8,10,13,20,27,25,"qc"
5,7,10,13,19,25,"qc"
5,7,10,13,18,25,"qc"
5,8,12,15,19,25,"qc"
6,8,11,14,22,25,"qc"
4,7,10,13,18,25,"qc"
5,8,11,14,19,25,"qc"
4,7,10,13,20,25,"qc"
4,6,9,11,16,25,"qc"
5,8,11,15,21,25,"qc"
4,7,10,13,18,25,"qc"
5,8,11,14,19,25,"qc"
5,7,10,14,18,25,"qc"
4,8,10,14,18,25,"qc"
4,7,10,13,18,25,"qc"
4,8,10,13,19,25,"qc"
4,9,14,18,22,25,"qc"
5,8,13,14,21,25,"qc"
5,7,9,13,16,25,"qc"
6,9,13,16,22,25,"qc"
4,7,11,13,20,25,"qc"
3,6,9,12,18,25,"qc"
4,6,8,11,18,25,"qc"
4,7,10,12,18,25,"qc"
5,8,10,13,20,25,"qc"
4,7,10,13,19,25,"qc"
4,8,10,15,21,25,"qc"
5,9,12,15,21,25,"qc"
5,7,10,13,18,25,"qc"
5,7,10,13,18,25,"qc"
3,6,10,13,19,25,"qc"
3,6,8,11,15,25,"qc"
